nome_empresa,website,telefone,endereco,rating,reviews,source,segmento,cidade,estado,email,v2_score,predicted_score,enrichment_status,decision_makers_apollo,apollo_emails,decision_makers,decision_makers_emails
Aamed,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Neusoft Medical Systems,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,nmsusa@neusoft.com,4.0,4.0,Pending,,,,
Accumed,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Duque de Caxias,RJ,info@accumedsystemsinc.com,4.0,4.0,Pending,,,,
Hollister,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Lima Corporate,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Barueri,SP,,4.0,4.0,Pending,,,,
JLMC Medical Group,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Recife,PE,,4.0,4.0,Pending,,,,
Mandala Brasil,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
LumiraDX | DNEDX,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Itapevi,SP,,4.0,4.0,Pending,,,,
Karl Storz,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Livanova Brasil,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Alacer Biomédica,www.alacer.com.br,+55 (11) 5671-6790,,,,MASTER_ENRICHED_LEADS,Dispositivos Eletrônicos,,,,4.0,4.0,Pending,,,,
Linet do Brasil,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Line Life,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Biolab Pharma,www.biolabfarma.com.br,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,faleconosco@biolabfarma.com.br,4.0,4.0,Pending,,,,
GN Resound Aparelhos Auditivos,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Hartmann,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Barueri,SP,,4.0,4.0,Pending,,,,
B Braun,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Gonçalo,RJ,,4.0,4.0,Pending,,,,
HEXAGON INDÚSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA,www.hexagon-brasil.com,+55 (19) 3913-9990,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,,,hexagon@hexagon-brasil.com,4.0,4.0,Pending,,,,
Coopervision,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Convatec Brasil,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Contatti,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Porto Alegre,RS,,4.0,4.0,Pending,,,,
BOSTON SCIENTIFIC DO BRASIL LTDA,www.bostonscientific.com,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,,,,4.0,4.0,Pending,,,,
Coloplast,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Carl Zeiss,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Canon Medical,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Barueri,SP,,4.0,4.0,Pending,,,,
Canada Trade,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Porto Alegre,RS,,4.0,4.0,Pending,,,,
Bard,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
CMS,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Aparecida de Goiânia,GO,,4.0,4.0,Pending,,,,
CEI,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Rio de Janeiro,RJ,,4.0,4.0,Pending,,,,
CARDIOPRÓTESE LTDA,www.cardioprotese.com.br,+55 (41) 98864-0146,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,,,,4.0,4.0,Pending,,,,
Bausch Lomb,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Brainlab,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Boston,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Blumedical,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Curitiba,PR,,4.0,4.0,Pending,,,,
Blowtex,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Biotech Brasil,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Biomédica,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Brasília,DF,,4.0,4.0,Pending,,,,
Biomed,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Rio de Janeiro,RJ,,4.0,4.0,Pending,,,,
Dabasons,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
DKT DO BRASIL PRODUTOS DE USO PESSOAL LTDA,www.dkt.com.br,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,,,,4.0,4.0,Pending,,,,
Autocam Medical Brasil,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos Usinados,São Paulo,SP,,4.0,4.0,Pending,,,,
Farmarin,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Guarulhos,SP,,4.0,4.0,Pending,,,,
H. Strattner,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Rio de Janeiro,RJ,,4.0,4.0,Pending,,,,
Amplitude Latam,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Rio Claro,SP,,4.0,4.0,Pending,,,,
Gusmed,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Duque de Caxias,RJ,,4.0,4.0,Pending,,,,
Guerbet,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Global Vita,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Glaukos,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Getinge do Brasil,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Geistlich Biomaterials,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Biodina,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Niterói,RJ,,4.0,4.0,Pending,,,,
Dermalis,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Rio de Janeiro,RJ,,4.0,4.0,Pending,,,,
Fujifilm,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Arthimed,www.arthimed.net.br,+55 (19) 98188-9010,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,,,,4.0,4.0,Pending,,,,
Eurosilicone,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Emergo,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Elekta,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
Autentica,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Niterói,RJ,,4.0,4.0,Pending,,,,
Auto Suture,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,São Paulo,SP,,4.0,4.0,Pending,,,,
E Tamussino,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Rio de Janeiro,RJ,,4.0,4.0,Pending,,,,
Drager,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Barueri,SP,,4.0,4.0,Pending,,,,
ZimVie Brasil,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,Santo André,SP,,4.0,4.0,Pending,,,,
FRESENIUS KABI BRASIL LTDA,www.fresenius-kabi.com.br,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,,,,3.5,3.5,Pending,,,,
Phelcom Technologies,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Diagnóstico,,,,3.0,3.0,Pending,,,,
FIRST LINE MEDICAL DEVICE S.A.,www.firstlinemedical.com.br,+55 (11) 4525-1998,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,,,,3.0,3.0,Pending,,,,
Brain4Care,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Neurológicos,São Paulo,SP,,3.0,3.0,Pending,,,,
SmartWalk,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Reabilitação,,,,3.0,3.0,Pending,,,,
Baxter Brasil,,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,,,,3.0,3.0,Pending,,,,
Becton Dickinson Brasil - BD,www.bd.com/pt-br,,,,,MASTER_ENRICHED_LEADS,Dispositivos Médicos,,,,3.0,3.0,Pending,,,,
216 Material Hospitalar,https://216materialhospitalar.com.br/,+55 51 3779-5567,"R. Grão Pará, N° 216 - Menino Deus, Porto Alegre - RS, 90850-170, Brazil",3.7,3.0,Google Places Advanced,,,,,,,,,,,
2M LABORATÓRIO DE PRÓTESE DENTÁRIA LTDA,,+55 31 98433-6490,"R. São Paulo, 1106 - Centro, Belo Horizonte - MG, 30170-131, Brazil",,,Google Places Advanced,,,,,,,,,,,
2iM Transformando a Gestão da Saúde,http://www.2im.com.br/,+55 41 3018-8732,"Rua Duque de Caxias, 638 - São Francisco, Curitiba - PR, 80530-040, Brazil",5.0,20.0,Google Places Advanced,,,,,,,,,,,
3D Odontologia Digital,http://www.3dodontologiadigital.com.br/,+55 21 99266-0322,"Praia do Flamengo, 66 - sala 1712B - Flamengo, Rio de Janeiro - RJ, 22210-030, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
3E aluguel de Moveis Hospitalares,http://www.aluguecamahospitalar.com.br/,+55 19 99713-3637,"R. Pedro Gimenes Vilar, 56 - Parque Santa Bárbara, Campinas - SP, 13064-510, Brazil",4.7,15.0,Google Places Advanced,,,,,,,,,,,
3PH Medicamentos Especiais,https://www.3ph.com.br/,+55 31 3347-9444,"Av. Eng. Carlos Goulart, 931A - Buritis, Belo Horizonte - MG, 30493-030, Brazil",5.0,268.0,Google Places Advanced,,,,,,,,,,,
3d dental lab laboratório de protese,https://3ddentallab.com.br/,+55 31 99644-9101,"R. Aquiles Lobo, 297 - Floresta, Belo Horizonte - MG, 30150-160, Brazil",5.0,9.0,Google Places Advanced,,,,,,,,,,,
42WE Tech,https://42we.tech/,+55 31 98754-4080,"R. Marília de Dirceu, 199 - 7º andar - Lourdes, Belo Horizonte - MG, 30170-090, Brazil",5.0,31.0,Google Places Advanced,,,,,,,,,,,
"A Botica Drogaria- Medicamentos, Perfumaria e Acessórios",,+55 31 3421-0713,"R. Macaé, 373 - Graça, Belo Horizonte - MG, 31140-060, Brazil",5.0,15.0,Google Places Advanced,,,,,,,,,,,
A Matriz Distribuidora,https://amatrizdistribuidora.com/,+55 51 98022-7094,"Av. Brasil, 280 - Navegantes, Porto Alegre - RS, 90230-060, Brazil",,,Google Places Advanced,,,,,,,,,,,
A Mediccare Aluguel e Venda de Equipamentos Médicos,http://www.mediccare.com.br/,+55 31 3267-3080,"Av. Pasteur, 94 A - Santa Efigênia, Belo Horizonte - MG, 30150-290, Brazil",4.7,293.0,Google Places Advanced,,,,,,,,,,,
A Pharmacêutica,https://apharmaceuticaph.com.br/,+55 61 3345-2327,"Cls 413 Bloco B, 09 - B LOJA - Plano Piloto, Brasília - DF, 70278-530, Brazil",4.8,2350.0,Google Places Advanced,,,,,,,,,,,
A Pharmacêutica Wellness,https://loja.apharmaceuticaph.com.br/,+55 61 3345-2327,"Pátio Capital - Brasília - QS 03 EPCT Lote 3,5,7 e 9 Loja 15 - Taguatinga, Brasília - DF, 70297-400, Brazil",3.0,47.0,Google Places Advanced,,,,,,,,,,,
ABC DataSaúde,http://www.abcdatasaude.com.br/,+55 61 3443-8880,"Sia - Trecho 3 - Lote 810 - Brasília - DF - SIA, Brasília - DF, 71200-030, Brazil",4.6,53.0,Google Places Advanced,,,,,,,,,,,
ABC Surgical Instruments,http://www.abcinstrumentos.com.br/,+55 11 2353-4000,"Estr. das Lágrimas, 3350 - São João Climaco, São Paulo - SP, 04244-000, Brazil",4.8,63.0,Google Places Advanced,,,,,,,,,,,
ACATE | Centro de Inovação,https://www.acate.com.br/,+55 48 2107-2700,"SC-401, 4120 - Km4 - Saco Grande, Florianópolis - SC, 88032-005, Brazil",4.8,1343.0,Google Places Advanced,,,,,,,,,,,
AD Intrumentos Cirúrgicos,https://www.adinstrumentos.com.br/,+55 16 3941-6450,"R. Abílio Sampaio, 38 - Vila Virginia, Ribeirão Preto - SP, 14030-420, Brazil",5.0,4.0,Google Places Advanced,,,,,,,,,,,
ADJ - Implantes e Fixadores,http://www.adjfix.com.br/,+55 19 3229-6262,"R. Dário Freire Meireles, 561 - Chácaras Campos dos Amarais, Campinas - SP, 13082-045, Brazil",3.8,6.0,Google Places Advanced,,,,,,,,,,,
AFYA Educação Tecnologia Saúde - MG,https://afya.com.br/pt-br?utm_source=meu-negocio&utm_medium=organic,+55 31 3515-7550,"Ed. Premier Business - Alameda Oscar Niemeyer, Nº 119 - sala 504 - Vila da Serra, Nova Lima - MG, 34006-056, Brazil",3.5,82.0,Google Places Advanced,,,,,,,,,,,
AG Farma Line Comércio de Produtos Farmacêutico,,+55 71 4062-5923,"Rua Switch Salvador Sn - s/n - Nazaré, Salvador - BA, 40301-155, Brazil",,,Google Places Advanced,,,,,,,,,,,
AGIMED Comércio de Equipamentos LTDA,http://www.agimed.com.br/,+55 62 99952-6467,"térreo Prédio: Aquarius Center, N° 3182 - R. T-36, sala 13 no - St. Bueno, Goiânia - GO, 74223-052, Brazil",5.0,25.0,Google Places Advanced,,,,,,,,,,,
AGM Logística,https://www.agmlogistica.com.br/,+55 21 2107-6050,"Estr. Rio D'ouro, 1000 - Pavuna, Rio de Janeiro - RJ, 21535-030, Brazil",3.9,94.0,Google Places Advanced,,,,,,,,,,,
ALC Distribuidora de Medicamentos e Correlatos,,+55 62 3996-2833,"Av. Galápagos, s/n - quadra 121 lote 910 - Jardim Petropolis, Goiânia - GO, 74460-580, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
ALKA Assistência Técnica Odontológica,http://www.alka.net.br/,+55 19 3242-6458,"R. Joaquim Vilac, 548 - Vila Fortuna, Campinas - SP, 13032-385, Brazil",3.4,5.0,Google Places Advanced,,,,,,,,,,,
ALUMATH,https://www.instagram.com/alumath.aluguel,+55 71 99951-4256,"Av. Vasco da Gama, 108 - Engenho Velho da Federação, Salvador - BA, 40220-520, Brazil",5.0,7.0,Google Places Advanced,,,,,,,,,,,
AMJ Equipamentos Médicos e Odontológicos,https://www.amjloja.com.br/,+55 16 3967-3771,"R. Virgílio de Carvalho Neves Neto, 946 - Jardim palmares, Ribeirão Preto - SP, 14092-440, Brazil",4.3,28.0,Google Places Advanced,,,,,,,,,,,
ANB FARMA SANTA CATARINA,http://www.anbfarma.com.br/,+55 47 3025-7438,"R. Adriano Schondermank, 23 - Galpão 1 - Costa e Silva, Joinville - SC, 89217-400, Brazil",,,Google Places Advanced,,,,,,,,,,,
ANDRÉA EQUIPAMENTOS MÉDICOS LTDA.,https://www.instagram.com/center_medjl?igsh=aDNxaGR6dW9lNWo4,+55 41 99993-5202,"R. Tibagi, 513 - Centro, Curitiba - PR, 80060-110, Brazil",4.1,14.0,Google Places Advanced,,,,,,,,,,,
ANS Sistemas,http://analisesistemas.com/,+55 81 3771-6034,"R. Ernesto de Paula Santos, 187 - sala 801 - Boa Viagem, Recife - PE, 51021-330, Brazil",4.8,16.0,Google Places Advanced,,,,,,,,,,,
APGYN DISTRIBUIDORA HOSPITALAR LTDA,,+55 62 3205-9550,"Av. Tropical, QUADRA11 LOTE 05 - Jardim Tropical, Aparecida de Goiânia - GO, 74946-540, Brazil",,,Google Places Advanced,,,,,,,,,,,
"APOIO ORTOPEDIA - Unid. BUENO - Produtos, Ortopédicos, Venda, Aluguel, Cadeira de Rodas, Camas, Hospitalares, Botas, Muletas",http://apoioortopedia.com.br/,+55 62 3251-6466,"R. T-27, 700 - St. Bueno, Goiânia - GO, 74000-000, Brazil",4.9,67.0,Google Places Advanced,,,,,,,,,,,
APOIO ORTOPEDIA - Unid. PARANAÍBA,http://www.apoioortopedia.com.br/,+55 62 3212-5688,"Av. Paranaíba, 657 - St. Central, Goiânia - GO, 74020-010, Brazil",4.5,81.0,Google Places Advanced,,,,,,,,,,,
ARGOS HEALTH TRADE,https://argoshealth.com.br/,+55 48 3232-4845,"R. Idalina Pereira dos Santos, 67 - SALA 204 - Agronômica, Florianópolis - SC, 88025-260, Brazil",5.0,14.0,Google Places Advanced,,,,,,,,,,,
ARS distribuidora,,,"R. Jogo do Carneiro - Saúde, Salvador - BA, 40301-110, Brazil",,,Google Places Advanced,,,,,,,,,,,
ARTEZAHN LABORATÓRIO DE PRÓTESE,,+55 21 96710-1341,"Av. Pres. Vargas, 482 - sala 825 - Centro, Rio de Janeiro - RJ, 20071-000, Brazil",1.0,1.0,Google Places Advanced,,,,,,,,,,,
AS Medicamentos Especiais - Und. Brasília,http://www.asmedicamentos.com.br/,+55 61 3797-4568,"SCLS Quadra 414 - Bloco A - Loja 33 - SHCS CLS 414 - Asa Sul, Brasília - DF, 70297-510, Brazil",3.5,11.0,Google Places Advanced,,,,,,,,,,,
ATHENAS TECNOLOGIA EM SOFTWARES LTDA,http://www.athenas.com.br/,+55 27 2104-6525,"Av. Jerônimo Monteiro, 1000 - sl 1520 - Centro, Vitória - ES, 29010-004, Brazil",4.3,50.0,Google Places Advanced,,,,,,,,,,,
ATS Produtos Médico - Cirúrgicos,https://www.atsmedical.com.br/,+55 62 3202-1947,"Av. do Café, 38 - QD 140 LT 04 - Santa Genoveva, Goiânia - GO, 74672-620, Brazil",5.0,13.0,Google Places Advanced,,,,,,,,,,,
ATUAL MÓVEIS HOSPITALARES,,+55 62 3507-1500,"Rua 03 S/n - Qd. 13 Lt. 13-D - Parque Santa Cecilia, Aparecida de Goiânia - GO, 74919-348, Brazil",4.0,4.0,Google Places Advanced,,,,,,,,,,,
Aaba Com de Equipamentos Médicos,http://www.aaba.com.br/,+55 41 3232-2161,"Av. Silva Jardim, 747 - Rebouças, Curitiba - PR, 80230-000, Brazil",3.8,106.0,Google Places Advanced,,,,,,,,,,,
Abbott,,+55 31 3888-5217,"Rua Professor José Vieira de Mendonça, 1301 - Engenho Nogueira, Belo Horizonte - MG, 34000-000, Brazil",4.7,29.0,Google Places Advanced,,,,,,,,,,,
Abbott Laboratórios do Brasil Ltda.,http://www.abbottbrasil.com.br/,+55 800 703 1050,"Estr. dos Bandeirantes, 2400 - Taquara, Rio de Janeiro - RJ, 22710-907, Brazil",4.2,72.0,Google Places Advanced,,,,,,,,,,,
Adca Indústria e Com de Mat Cirúrgico,http://www.adca.ind.br/,+55 31 3496-1855,"R. Rad. José Farrapo, 311 - Céu Azul, Belo Horizonte - MG, 31580-290, Brazil",5.0,4.0,Google Places Advanced,,,,,,,,,,,
Adelar Odontologia,https://www.adelarodontologia.com.br/,+55 62 99648-3833,"R. 29-A, 22 - St. Aeroporto, Goiânia - GO, 74075-320, Brazil",5.0,302.0,Google Places Advanced,,,,,,,,,,,
AdviceHealth,https://advicehealth.com.br/,+55 48 3206-0265,"Rod. José Carlos Daux, 8600 - Bloco 5 Sala 101 - Santo Antonio de Lisboa, Florianópolis - SC, 88050-001, Brazil",3.4,89.0,Google Places Advanced,,,,,,,,,,,
Aga3 Equipamentos Médicos e Odontológicos Ltda.,,+55 16 99961-1919,"R. Carlos Chagas, 180 - Jardim Paulista, Ribeirão Preto - SP, 14090-190, Brazil",4.0,1.0,Google Places Advanced,,,,,,,,,,,
Agilfarma Medicamentos - Florianópolis,http://www.agilfarma.com.br/,+55 48 3028-8385,"Av. Rio Branco, 380 - Sala 307 - Centro, Florianópolis - SC, 88015-200, Brazil",4.9,418.0,Google Places Advanced,,,,,,,,,,,
Agilfarma Medicines LTDA,https://www.agilfarma.com.br/,+55 51 3323-8383,"R. Tobias da Silva, 267 - conj 201 - Moinhos de Vento, Porto Alegre - RS, 90570-020, Brazil",5.0,371.0,Google Places Advanced,,,,,,,,,,,
"Agis - Equipamentos, Periféricos e Peças de Mão para Odontologia",http://www.agisonline.com.br/,+55 51 3337-3197,"R. 24 de Outubro, 1600 - loja 116 - Independência, Porto Alegre - RS, 90510-001, Brazil",4.9,107.0,Google Places Advanced,,,,,,,,,,,
Agromed,http://agromedpe.com.br/,+55 81 3446-1525,"R. Barros Sobrinho, 57 - Areias, Recife - PE, 50781-290, Brazil",4.0,4.0,Google Places Advanced,,,,,,,,,,,
Agtech Soluções em Tecnologia,http://www.agtech.com.br/,+55 11 2578-3934,"R. Pereira Estéfano, 114 - Vila da Saúde, São Paulo - SP, 04144-000, Brazil",4.7,9.0,Google Places Advanced,,,,,,,,,,,
Aguia Dental Revenda Saevo Barra da Tijuca - O Melhor Atendimento,http://www.aguiadental.com.br/,+55 21 4101-1358,"Estr. Cel. Pedro Corrêa, 740 - 908 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-090, Brazil",5.0,16.0,Google Places Advanced,,,,,,,,,,,
AkosPharma,,+55 51 98500-0568,"R. dos Andradas, 1711 - Centro Histórico, Porto Alegre - RS, 90020-013, Brazil",5.0,5.0,Google Places Advanced,,,,,,,,,,,
Akura Medicamentos Especiais,https://www.akuramed.com.br/,+55 31 3224-0649,"Rua dos Otoni, 742 - Sala 409 - Santa Efigênia, Belo Horizonte - MG, 30150-270, Brazil",4.9,464.0,Google Places Advanced,,,,,,,,,,,
Alcab Comércio e Serviços Médico-Hospitalares,http://www.alcab.com.br/,+55 71 3383-1040,"Ladeira do Pepino, 14 - Boa Vista de Brotas, Salvador - BA, 40240-306, Brazil",4.6,52.0,Google Places Advanced,,,,,,,,,,,
Ale Kogin Saúde e bem-estar - Produtos hospitalares e ortopédicos,http://www.alebemestar.com.br/,+55 41 3068-6401,"Av. Anita Garibaldi, 1886 - loja 1 - Ahú, Curitiba - PR, 82200-540, Brazil",4.9,31.0,Google Places Advanced,,,,,,,,,,,
Alento Hospitalar - Aluguel e Venda de Produtos Hospitalares,http://www.alentohospitalar.com.br/,+55 41 3072-6338,"Av. Manoel Ribas, 445 - Mercês, Curitiba - PR, 80510-350, Brazil",4.9,685.0,Google Places Advanced,,,,,,,,,,,
Alfa Implantes Comercio de Produtos Cirurgicos,http://www.alfaimplantes.com.br/,+55 16 3442-0199,"R. Cap. Adélmio Norberto da Silva, 635 - SL01-02-03 - Alto da Boa Vista, Ribeirão Preto - SP, 14025-670, Brazil",,,Google Places Advanced,,,,,,,,,,,
Alfa Mare | Equipamentos e Serviços para Laboratórios,http://www.alfamare.com.br/,+55 62 4141-6997,"Av. Independência, N° 460 - Quadra 96, Lote 28 - Jardim Atlântico, Goiânia - GO, 74343-380, Brazil",4.9,10.0,Google Places Advanced,,,,,,,,,,,
Alfa Medições e Calibrações Ltda,http://www.alfamedicoes.com.br/,+55 31 99324-5841,"R. Pouso Alegre, 2060 - Horto, Belo Horizonte - MG, 31015-104, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
AlfaMedic Indústria de Móveis Hospitalares.,,+55 27 99962-1158,"Av. Carlos Lindenberg, 361 - Jaburuna, Vila Velha - ES, 29100-640, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Alianza Pharma Farmácia Especializada,https://www.alianzapharma.com.br/,+55 27 99739-4249,"R. José Vivácqua, 673 - Jabour, Vitória - ES, 29072-285, Brazil",5.0,38.0,Google Places Advanced,,,,,,,,,,,
Aliria Medicamentos Especiais,http://www.eualiria.com.br/,+55 48 99121-0311,"R. Dom Jaime Câmara, n° 170 - sala 603 - Centro, Florianópolis - SC, 88015-120, Brazil",5.0,58.0,Google Places Advanced,,,,,,,,,,,
Alko in Brazil,http://www.alkodobrasil.com.br/,+55 21 2435-9335,"R. Mapendi, 360 - Taquara, Rio de Janeiro - RJ, 22710-255, Brazil",3.8,5.0,Google Places Advanced,,,,,,,,,,,
All Care Clinic Joinville,http://www.clinicaallcare.com.br/,+55 47 3025-1353,"R. Abdon Batista, 47 - Centro, Joinville - SC, 89201-010, Brazil",4.9,88.0,Google Places Advanced,,,,,,,,,,,
Alliage,http://alliage-global.com/,+55 16 98227-0297,"Rod. Abraão Assed, s/n - km 53 - Recreio Anhanguera, Ribeirão Preto - SP, 14097-500, Brazil",3.0,139.0,Google Places Advanced,,,,,,,,,,,
"Allmed Material Hospitalar I Venda e Locação de Cama Hospitalar, Cadeiras de Rodas e Higiênica, Andadores e Muletas",https://www.lojalocal.com/28199774000102,+55 71 3312-1810,"R. Frederico Lisboa, 12A - Roma, Salvador - BA, 40444-070, Brazil",4.4,7.0,Google Places Advanced,,,,,,,,,,,
Altagene Delivery de Medicamentos,https://www.altagene.com.br/,+55 16 99742-3864,"R. Marcos Markarian, 1025 - sala 910 - Nova Aliança, Ribeirão Preto - SP, 14026-583, Brazil",5.0,4.0,Google Places Advanced,,,,,,,,,,,
Altera Odontologia - Clínica Odontológica em São Paulo,https://alteraodonto.com.br/,+55 11 96978-0843,"Avenida das Cerejeiras, 571 Jd. Japão - Vila Maria - Zona Norte, São Paulo - SP, 02124-000, Brazil",5.0,588.0,Google Places Advanced,,,,,,,,,,,
"Aluguel de cadeira de rodas , muletas,cama hospitalar",http://locameddf.com.br/,+55 61 99121-6348,"Arapoangas Qd 4 Cj F lote 19c - Arapongas, Brasília - DF, 73368-512, Brazil",4.8,5.0,Google Places Advanced,,,,,,,,,,,
Amanda Móveis Hospitalares e Farmácias - Moveis para Farmácia Hospitalar - Hospitais - Bins - Balcão Atendimento - Armários,http://www.amandamoveis.com.br/,+55 11 99183-5865,"R. Apacê, 252 - Jabaquara, São Paulo - SP, 04347-110, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
Amaral Produtos Hospitalares,,+55 61 3546-8993,"Taguatinga Norte QNB 13 Lote 01 - Loja - Taguatinga, Brasília - DF, 72115-130, Brazil",3.7,56.0,Google Places Advanced,,,,,,,,,,,
Amazonas House - Cleaning Material,,+55 21 3232-7777,"R. Leandro Martins - Centro, Rio de Janeiro - RJ, 20080-070, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
"Amedí - Aceleradora Médica l Marketing, Vendas, Dados e Tecnologia na Saúde",https://aceleramedi.com/,+55 27 99283-5289,"Edifício Eldorado Center - R. Des. Ferreira Coelho, 330 - Sala 504 - Praia do Suá, Vitória - ES, 29052-210, Brazil",5.0,4.0,Google Places Advanced,,,,,,,,,,,
