Nome Empresa,Website,Address,Rating,Reviews,Phone,Types,Summary,Source,Search_Query,City_Scope,Keyword_Scope
Especialista perna mecanica protese tutor ortese calçados ortopedicos bota sob medida,http://www.ortopediareabilit.com.br/,"R. Ezequiel Freire, 277 - Santana, São Paulo - SP, 02034-001, Brazil",5.0,1.0,+55 11 2536-4515,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
Protetics Clinicas - Protese de Perna e Braço,https://www.protetics.com.br/,"R. Padre Estevão Pernet, 385 - Vila Gomes Cardim, São Paulo - SP, 03315-000, Brazil",5.0,7.0,+55 11 4327-4638,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
Mac Artigos Odontológicos Prótese,http://www.macdental.com.br/,"R. São Dimas, 76 - Vila Independencia, São Paulo - SP, 04223-030, Brazil",4.8,15.0,+55 11 2063-4903,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
Equipamentos Vrc,http://www.equipamentosvrc.com.br/,"Av. Justino de Maio, 1111 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07222-000, Brazil",5.0,23.0,+55 11 2411-2255,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
Prótese Aguiar,http://www.proteseaguiar.com.br/,"Av. Barão de Alagoas, 76 - Itaim Paulista, São Paulo - SP, 08022-000, Brazil",5.0,23.0,+55 11 98988-0237,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
Bauen Art – Próteses Hiper Realistas,http://bauenart.com.br/,"R. Barão de Tatuí, 386 - Conj 32 - Vila Buarque, São Paulo - SP, 01226-030, Brazil",5.0,11.0,+55 11 91722-7436,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
Precision Laboratório de Próteses Dentárias,http://www.precisionlaboratorio.com.br/,"Av. Santo Amaro, 1047 - Vila Nova Conceição, São Paulo - SP, 04505-001, Brazil",5.0,7.0,+55 11 3848-9393,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
Procular Próteses Oculares,http://www.procular.com.br/,"R. Aurora, 983 - República, São Paulo - SP, 01209-001, Brazil",4.9,79.0,+55 11 3224-8106,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
Laboratório de Prótese Dental Aluísio | Protético,,"R. Teodoro Sampaio, 2550 - 9° Andar - Sala 92 - Pinheiros, São Paulo - SP, 05406-200, Brazil",5.0,2.0,+55 11 3493-5712,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
PIONEIRA Produtos Dentários Ltda,http://www.dentalpioneira.com.br/,"R. Ernesto Simões Filho, 415 - Vila Nova Galvão, São Paulo - SP, 02281-130, Brazil",3.0,2.0,+55 11 2241-1452,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
PCI PROTESE CAPILAR IMPORTADA,https://protesecapilarimportada.com/,"R. Casa do Ator, 399 - Vila Olímpia, São Paulo - SP, 04546-001, Brazil",5.0,19.0,+55 11 96918-2819,"barber_shop, hair_salon, hair_care, health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
IPO - Instituto de Prótese e Órtese - São Paulo - SP,http://www.ipobrasil.com.br/,"R. Natingui, 412 - Alto de Pinheiros, São Paulo - SP, 05443-000, Brazil",4.8,52.0,+55 11 2613-9967,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
Visãotek Comércio de Produtos Óticos Ltda. Me.,http://www.visaotek.com.br/,"Edificio Esther - Praça da República, 80 - 4º andar Conj. 401 - República, São Paulo - SP, 01045-000, Brazil",5.0,21.0,+55 11 3214-0603,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
Micromedical Implantes do Brasil Ltda,http://www.micromedical.com.br/,"R. Sílvia, 110 - Bela Vista, São Paulo - SP, 01331-010, Brazil",,,+55 11 3297-0352,"hospital, health, store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in São Paulo, SP","São Paulo, SP",Fabricante de Próteses
HTC Moveis Hospitalares,https://htcmoveis.com/,"Av. Cel. Sezefredo Fagundes, 3225 - Tucuruvi, São Paulo - SP, 02306-003, Brazil",5.0,14.0,+55 11 98934-0516,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
Salutem Móveis Hospitalares,https://www.salutemhospitalares.com.br/,"Av. Prof. Miguel Franchini Neto, 400 - Conj. City Jaragua, São Paulo - SP, 02998-050, Brazil",4.8,84.0,+55 11 2202-9000,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
Amanda Móveis Hospitalares e Farmácias - Moveis para Farmácia Hospitalar - Hospitais - Bins - Balcão Atendimento - Armários,http://www.amandamoveis.com.br/,"R. Apacê, 252 - Jabaquara, São Paulo - SP, 04347-110, Brazil",5.0,2.0,+55 11 99183-5865,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
Julião Fábrica - Camas Hospitalares,https://www.jfhc.com.br/,"R. Padre Áureliano, 188 - Vila Silviania, Carapicuíba - SP, 06321-470, Brazil",4.8,8.0,+55 11 4167-7131,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
JM - Camas Hospitalares,http://www.jmmed.com.br/,"R. Gen. Enrico Cavíglia, 556 - Vila Moraes, São Paulo - SP, 04168-040, Brazil",5.0,23.0,+55 11 5073-8667,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
"𝐀𝐤𝐥𝐢𝐦𝐩𝐞𝐫 𝐈𝐧𝐝. & 𝐂𝐨𝐦. - Móveis Hospitalar, Odontológico, Estética, Veterinário",https://www.aklimper.com.br/,"R. Aparecida de São Manuel, 426 - Vila Nova York, São Paulo - SP, 03480-010, Brazil",4.9,100.0,+55 11 3451-6929,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
GM Hospitalar - Indústria de Móveis Hospitalares,https://gmhospitalar.com.br/,"R. Rio Piquiri, 840 - Weissópolis, Pinhais - PR, 83322-010, Brazil",4.7,14.0,+55 41 3010-1942,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
New Era Hospital,http://www.novaerahospitalar.com.br/,"Rua Mere Amédea, 90 - Vila Maria Alta, São Paulo - SP, 02125-000, Brazil",4.9,160.0,+55 11 2636-3232,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
Fisio Med Santana,http://www.fisiomedaluguel.com.br/,"R. Dr. Zuquim, 225 - Santana, São Paulo - SP, 02035-010, Brazil",4.9,644.0,+55 11 2950-2101,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
Med Vichi Material Médico Hospitalar,http://www.medvichi.com.br/,"R. Estado de Israel, 312 - Vila Clementino, São Paulo - SP, 04022-000, Brazil",4.9,152.0,+55 11 5549-1534,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
SR Fabrica de Moveis,https://www.srfabricademoveis.com/,"R. Bartolomeu Bermejo, 548 - Casa Verde, São Paulo - SP, 02565-000, Brazil",4.8,111.0,+55 11 3966-1020,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
COMAHO - Comércio de Materiais Hospitalares,http://www.comaho.com.br/,"R. São Venceslau, 324 - Vila Guarani (Zona Sul), São Paulo - SP, 04316-070, Brazil",4.9,327.0,+55 11 5011-4977,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
Locarmédica Cama hospitalar,https://locarmedica.com.br/,"R. Edson Andrade Silva, 108 - Vila Hebe, São Paulo - SP, 02765-050, Brazil",5.0,62.0,+55 11 3984-3209,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
Ortomed Hospital Industry and Trade,http://www.ortomedmoveis.com.br/,"R. dos Narcisos, 23 - Qd 47, Lt 15 - Expansul, Aparecida de Goiânia - GO, 74986-540, Brazil",4.8,22.0,+55 62 3283-6171,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
Helter Ind Com de Equipamentos Hospitalares,http://www.helterhospitalar.com.br/,"RuaTrés Andradas, 575 - Piratininga, Osasco - SP, 06230-015, Brazil",5.0,2.0,+55 11 3656-6013,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
Daquino Móveis Hospitalares,http://www.daquino.com.br/,"Rua Maria da Graça Botini Tavares, 385 - Distrito Industrial, Bilac - SP, 16210-000, Brazil",4.8,4.0,+55 18 3659-1780,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
RC Móveis Hospitalares,http://www.rcmoveis.com.br/,"Av. Moises Forti - Distrito Industrial, Capivari - SP, 13368-100, Brazil",3.8,12.0,+55 19 98387-0300,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
SOS Aluguel de camas hospitalares em São Paulo,,"R. Deodato Saraiva da Silva, 243 - Artur Alvim, São Paulo - SP, 03694-090, Brazil",5.0,54.0,+55 11 97831-3199,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in São Paulo, SP","São Paulo, SP",Fabricante de Móveis Hospitalares
Medley S/A Indústria Farmacêutica,,"Av. das Nações Unidas, 14401 - Vila Gertrudes, São Paulo - SP, 04794-000, Brazil",5.0,6.0,+55 11 3361-2056,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Apsen Farmacêutica S/A,https://www.apsen.com.br/,"R. Barão do Rio Branco, 835 - Santo Amaro, São Paulo - SP, 04753-001, Brazil",3.9,65.0,+55 11 5645-5011,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Fábrica Novartis Biociências SA,http://www.novartis.com.br/,"Av. Nossa Sra. da Assunção, 736 - Vila Butantã, São Paulo - SP, 05359-001, Brazil",4.2,10.0,+55 11 3735-4345,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Apsen Brasil Indústria Química Farmacêutica,,"R. Nilo Placona, 55 - Santo Amaro, São Paulo - SP, 04753-200, Brazil",5.0,1.0,+55 11 5641-2305,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Sanofi,http://www.sanofi.com.br/,"Av. das Nações Unidas, 14401 - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04794-000, Brazil",4.1,59.0,+55 11 2889-3800,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
JustMed Medicamentos Especiais,http://www.justmedicamentos.com.br/,"R. Augusta, 101 - CJ 101 - Consolação, São Paulo - SP, 01305-000, Brazil",5.0,443.0,+55 11 4858-9979,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Pfizer Brazil,http://www.pfizer.com.br/,"Rua Alexandre Dumas, 1860 - Santo Amaro, São Paulo - SP, 04717-904, Brazil",4.5,167.0,+55 11 5185-8500,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Nenhum,,"R. América Central, 130 - Santo Amaro, São Paulo - SP, 04755-010, Brazil",4.7,3.0,+55 11 5642-0255,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Brasterapica Indústria Farmacêutica Ltda,,"R. Bela Cintra, 299 - an 7+CJ7172 - Consolação, São Paulo - SP, 01415-000, Brazil",5.0,2.0,,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Novartis Biosciences S.A.,http://www.novartis.com.br/,"Av. Professor Vicente Ráo, 90 - Cidade Monções, São Paulo - SP, 04706-900, Brazil",4.1,37.0,,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Cimed Indústria Medicamentos,https://cimedremedios.com.br/remedios/,"Av. Angélica, 2220 - Higienópolis, São Paulo - SP, 01228-200, Brazil",3.2,30.0,+55 11 3544-7200,"pharmacy, wholesaler, store, point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Brainfarma Industria Farmacêutica S/A,https://www.boehringer-ingelheim.com.br/,"Rod. Régis Bittencourt, Km 286 - Jardim Itapecerica, Itapecerica da Serra - SP, 06888-700, Brazil",4.1,46.0,+55 11 2108-7202,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Pharma-K Medicamentos Especiais,https://www.pharmak.com.br/,"Edifício Lincoln Offices - Rua Lincoln Albuquerque, 259 - CJ. 23/24 - Perdizes, São Paulo - SP, 05004-010, Brazil",4.5,17.0,+55 11 3871-2475,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Natcofarma Brasil,http://www.natcofarma.com/,"Rochaverá Marble Tower - Av. das Nações Unidas, 14171 - 4° andar - Vila Gertrudes, São Paulo - SP, 04794-000, Brazil",4.9,7.0,+55 11 4480-7500,"point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Baxter Hospitalar,http://www.baxter.com.br/,"Av. Eng. Eusébio Stevaux, 2555 - Jurubatuba, São Paulo - SP, 04696-000, Brazil",3.8,50.0,+55 11 5635-0106,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Sanval Comércio e Indústria,,"R. Nicolau Alayon, 441 - Interlagos, São Paulo - SP, 04802-000, Brazil",2.5,8.0,+55 11 5660-4000,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Bunker Indústria Farmacêutica,,"R. Aníbal dos Anjos Carvalho, 212 - Vila Santa Maria, São Paulo - SP, 04810-050, Brazil",1.8,5.0,,"pharmacy, store, point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
Laboratil Farmacêutica LTDA,,"R. Luís Gonzaga de Barros Santos, 70 - Cidade Dutra, São Paulo - SP, 04810-030, Brazil",4.7,9.0,+55 11 4082-1900,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria Farmacêutica in São Paulo, SP","São Paulo, SP",Indústria Farmacêutica
SP Express Distribuidora Medicamentos,,"R. Coriolano, 1894 - Lapa, São Paulo - SP, 05047-002, Brazil",4.5,2.0,+55 11 3675-5887,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in São Paulo, SP","São Paulo, SP",Distribuidora de Medicamentos e Correlatos
Plena Medicamentos Especiais,http://www.plenamedicamentos.com.br/,"R. Dr. José Maria Azevedo, 180 - Vila Monumento, São Paulo - SP, 01550-020, Brazil",5.0,1164.0,+55 11 2061-3456,"drugstore, store, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in São Paulo, SP","São Paulo, SP",Distribuidora de Medicamentos e Correlatos
MGR Distribuidora de Medicamentos,https://www.mgrmedd.com.br/,"R. Guaicurus, 375 - Água Branca, São Paulo - SP, 05033-000, Brazil",5.0,1.0,+55 11 93458-6135,"wholesaler, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in São Paulo, SP","São Paulo, SP",Distribuidora de Medicamentos e Correlatos
